distance,height,landings,number,pack,age,usage,region,weight,item,volume,width,max,power,size,target
3904,7820.6153,-0.10781661557246672,0.5109454076016633,-0.4242986212986545,31397.3756,34346.030569999995,RE-2,1743,IT-3,61392,37915.626000000004,33594,9645,1656,29.383601755774713
3616,3619.5553,1.5855172748445923,-0.2183820340281866,-0.5082261316823704,33622.8348,30972.00035,RE-1,1563,IT-1,51823,22153.677000000003,12026,22012,1405,-17.75974200138639
5729,14507.0356,1.4913415306252427,-0.6722609643806728,0.13842083155267737,33579.3026,35511.36338,RE-E,1051,IT-0,22204,24641.382999999998,17785,17892,1159,-19.347753935094364
4279,10407.918,-1.4018143585304825,-0.9090361742286185,1.300436597752084,44822.5626,43755.54466,RE-1,4369,IT-6,36300,22930.912999999997,24496,19636,984,-18.329499290899147
6521,6080.9336,1.2755850600854017,0.6155630268527276,-1.7191999806611695,53294.0134,40428.04402,RE-0,2277,IT-E,62849,15443.633,28570,16759,1086,14.514899953548571
5148,16023.7102,-0.14529367702131515,-0.05603017232599412,0.5003109581902646,4325.5657,45859.47355,RE-1,2642,IT-11,32392,22930.557999999997,13540,9741,923,-25.074295161966962
4879,12747.7921,-1.3911114330928667,-0.5923142314858381,0.6600201317642741,32458.5434,22423.9247,RE-B,1519,IT-C,60331,22073.142999999996,8379,14713,1300,-10.655061865442516
4424,2699.3581,-0.582942875401016,0.8309875665102963,-1.1989718239021803,33858.836,28747.19657,RE-3,3562,IT-0,24906,25267.53,10891,24601,1194,-30.41679304655171
5299,10959.5791,-0.9780617521367693,1.4615341876758587,-1.8122617897007158,18573.8106,9627.569809999999,RE-2,2879,IT-7,54264,27503.713,18739,13038,934,-29.24703324156316
3043,7390.8619,-1.6787577845375987,0.23092654368995685,1.0050305753025766,27491.1332,40241.9453,RE-5,3017,IT-4,63787,22981.354,15028,11353,989,-36.657140197647216
7888,11821.6851,-0.24696507682968966,-0.25574385061026256,-1.3260365442395718,29205.8652,28847.36463,RE-1,4610,IT-12,51262,15917.248,4294,14880,1468,24.089102193133517
5208,12758.8924,-0.4687528044228681,-1.557728809538522,-1.5965353853318578,22312.897,14378.337469999999,RE-F,1290,IT-13,49146,34921.04,1375,11806,1472,14.359623691596825
7767,17888.2043,0.0769240344110032,0.8569540833150741,0.3204502956230961,49042.7178,25253.80991,RE-4,1847,IT-6,61077,32808.788,26107,10993,1245,11.910366156267012
3791,11567.4971,0.14401793278978858,0.5891410153865781,-1.7493456039988526,27473.1332,24735.69684,RE-7,2061,IT-10,38295,24177.02,21114,19849,1640,33.267521385830825
5650,17553.486,-1.6097619539241301,-0.23755072855468828,1.3020798044092092,50373.1772,26950.68294,RE-7,3400,IT-13,34958,18349.539,6208,10957,1164,-36.04000428791004
5235,6541.9028,1.5140036551090081,-1.0101784753046417,-0.18879750167921786,44827.352999999996,30753.277739999998,RE-4,2481,IT-B,46820,29694.506,15834,18997,1747,62.62447076472507
5470,10702.9606,0.04324380143647242,-0.33268534638366776,-0.12773061219367846,43765.1875,28333.26942,RE-E,713,IT-12,42852,13594.346000000001,23715,7487,1560,-14.907695411142116
5341,6558.1626,-0.23111629146805085,1.3122336946890896,-0.3994685693633901,16076.4231,23805.46628,RE-E,3951,IT-5,46208,21124.072,11979,15712,1003,-34.31573192916304
2909,6554.7386,1.6782135304888843,-1.5163209118201546,-0.5596367795210502,33513.7285,11504.95668,RE-E,2105,IT-11,52908,22937.479,4517,13838,1081,-28.68070370940503
5160,8800.3155,-0.4131656765720915,-0.3451003645995358,0.4404394986647408,30208.6805,28898.4609,RE-7,4542,IT-D,35673,26209.163500000002,13661,19105,1156,10.229756867375256
3119,13217.6342,0.0795032775692142,1.6268522804767005,-0.1959746542666329,33698.1766,31494.273589999997,RE-4,2856,IT-E,68745,26209.163500000002,27091,17732,1260,34.575145435837825
5451,18030.1178,-1.166803668118206,-0.14900162795557387,-0.609926940513687,46341.1527,29010.239719999998,RE-F,2195,IT-9,48829,26506.53,24545,15485,1292,-12.004986880279839
6565,4344.3401,-1.1445183235087255,0.18457887519707694,-0.9196273328671354,25656.8876,31777.416119999998,RE-C,3152,IT-6,12249,27585.672000000002,34166,20011,1434,-27.55434402002997
6440,4014.2117,0.4335838734125236,-0.6673111353154021,1.3680665115182415,39957.3373,30266.74698,RE-5,4088,IT-2,59756,27323.797000000002,5474,8203,1365,6.4816864306775965
5290,6449.8322,-0.30989480357967103,-1.2439749909827056,1.2241523800382677,28653.5637,14500.527909999999,RE-10,2909,IT-4,28583,35732.349,17338,21484,2023,15.66711266326135
4339,15373.921,-0.2317183240207946,1.3804524962460802,-0.30455209043478254,28508.8469,24926.56281,RE-F,2341,IT-10,26756,27395.606,13616,11864,1327,-0.08253252314295723
4730,14304.858,-1.3783985629742166,1.086767361597038,0.4250350689220648,29010.1669,41946.49394,RE-10,1468,IT-E,23606,9981.761,3005,8204,1037,-54.58151422559754
8083,9684.2418,-0.6243645857558203,0.073659122928164,-0.8458879295960056,35722.9662,31089.062739999998,RE-11,905,IT-E,46784,28444.287,32013,16920,1188,10.423306379446883
5870,11764.5499,-1.6867189322659324,0.7624139458681732,1.6928043622196691,40310.2358,35117.10111,RE-B,4659,IT-0,34950,16236.282,7106,18464,1848,-7.184793323475764
6492,7394.1727,-1.544038861310386,-0.7323589345146162,1.1322950024612057,22720.3558,27403.91692,RE-D,3076,IT-4,54838,33231.892,3011,9860,1526,-1.033861837719002
6631,17682.76,0.16287723021414333,-1.0391353343268013,-0.7818886485205445,13152.9671,22365.53991,RE-D,2778,IT-E,37877,32738.284,1608,20504,1102,11.541160020450773
5029,10474.9692,-0.03070166776741539,1.5164391310734269,1.3824317402245374,42887.2167,29072.423039999998,RE-9,1957,IT-9,42332,25773.144,10972,11013,1403,-34.82547817375909
5605,5562.3425,0.5110085566584144,1.6609922299678046,-1.0625349217867694,24149.0753,21745.54381,RE-5,1377,IT-5,47334,33073.846,8585,9176,1183,-23.738682380630387
7480,11761.9589,0.1897349987310744,-0.5249862658328436,-1.0871048190888424,42978.0461,25712.17974,RE-3,3333,IT-8,36057,36937.59,30060,9953,1161,-0.6115792569766183
5888,12500.766000000001,-0.470580743352132,0.7308133052670798,0.810130043842729,43859.3539,43473.59958,RE-C,2225,IT-A,47853,27783.612,32826,19060,1038,14.675384179730074
3931,16682.8108,-0.39365905469611406,-0.9846795570694671,-0.02231005259384017,38495.8089,43045.807539999994,RE-0,2967,IT-F,46383,31624.174,29070,17642,1638,58.043454224722545
4559,15041.7006,1.306931007722471,1.5879563705102946,0.17903583492974237,41534.6604,26390.93049,RE-5,2395,IT-D,29315,25336.672000000002,23323,7308,1251,-12.473522230833172
4923,14642.4566,0.6232511848886161,1.0588353120338632,-0.7131617527212857,23199.2411,27682.820839999997,RE-2,2989,IT-7,55456,28748.086,33198,15285,1031,25.299858986447568
4472,18108.8977,-0.9861347513736456,-1.545095915794245,0.2109311693563446,35540.3302,46272.10984,RE-9,4107,IT-5,44198,26961.895,33500,14200,1719,44.31622270670828
1737,2910.5082,1.2648300310151084,-0.3843199494991634,-0.37856540686334,48258.2331,30763.7848,RE-11,2469,IT-3,58348,29670.464,12011,19832,1633,57.36925157980143
7398,6921.8414,0.48854913046356646,-0.9028726021521588,1.0185029814975186,34289.4332,45366.47979,RE-7,846,IT-F,48119,23073.818,28077,16752,1255,7.901351908048313
4262,15483.656,0.6764368458303103,1.032010640280222,0.9805342036180914,29741.0209,8590.270390000001,RE-4,4155,IT-5,52995,24532.93,2487,25072,1230,-13.3489972851554
5105,1618.156,-0.44427659357885707,-0.509586459187721,0.08861398877668555,17235.3694,36050.3796,RE-7,4216,IT-C,44053,28079.881,1214,11089,1502,-27.50666417603532
6175,9067.0773,-1.1112736946184054,-0.15580090069981378,-0.9394624158451261,42613.2161,24734.39671,RE-E,1416,IT-1,31669,39281.134,12436,12219,1132,-27.30907636913587
4927,15461.2848,0.3497375749463398,0.9745179464585378,0.4232715112159131,40251.2817,35593.92989,RE-5,4604,IT-0,46791,26982.178,3593,18033,1495,10.114405277698944
5086,6011.2883,-0.5856844772507571,-0.4849763341169778,0.1536034751660133,15081.3907,43759.14968,RE-F,3307,IT-0,24036,26627.926,17532,10634,932,-58.37679010305082
5444,7126.1155,1.047717579346894,0.36944810550359247,0.15416485178529746,72499.756,42178.41631,RE-11,633,IT-C,48987,23434.764,5784,17306,1306,12.960305638147831
4404,14393.0034,-0.884801235826477,1.2047426189051869,0.3544257219062846,34201.396,18183.3067,RE-E,1180,IT-6,45202,19040.608,3949,10694,1210,-40.46215057400475
4196,8225.4227,-0.3154552483392236,-0.5806615102616863,-0.9304497335740782,36325.7869,33117.9217,RE-D,3002,IT-E,14087,27574.789,12715,13851,981,-33.29833420319648
3893,5725.3635,-1.3260112615959339,0.9109428842066565,-0.05770314343981661,16362.5528,29058.80665,RE-D,3749,IT-D,36384,25504.584,5612,13150,1563,46.5536450183683
2238,1305.3166,-0.7981876737313156,1.057138104542642,-0.08211436123128323,55697.362,48203.99846,RE-A,3071,IT-13,57501,22677.125,5969,11864,1584,14.979483560440618
4945,8492.2383,-0.047846258833136084,0.11560956456223061,0.17072110545511984,21841.8192,47412.984019999996,RE-B,2679,IT-4,25579,30491.116,33764,19325,1697,24.29704100685752
6693,18176.8716,-1.1536166879360203,-0.42470026460576304,0.46064960153385265,43985.3565,19994.14958,RE-4,4561,IT-C,29503,35366.193999999996,9948,9213,1735,15.790066991575966
2715,13182.9346,1.2420417732919649,-0.9357834659254393,-0.3869016150120033,31276.0796,31727.984519999998,RE-5,4450,IT-F,30644,26209.163500000002,32183,14293,1991,35.88219824008513
4414,9016.1004,1.6897236044335093,-1.2284385797984991,-0.6175766479553645,40040.6465,30806.13693,RE-7,3091,IT-3,57099,33412.576,16309,14539,1576,36.73005847598925
5164,7436.6729,1.1600520054510457,-1.188441541689001,-0.13727383853551786,68439.675,25376.77691,RE-10,4591,IT-12,39245,30845.515,17189,17706,1316,-4.136863216984092
4848,10552.7733,-0.8990031207831441,1.5754446442030627,0.7681605145554256,43807.8654,22299.34897,RE-4,3756,IT-11,49583,24998.487999999998,4420,8299,1488,-11.156758452968075
5878,14385.857,0.2896327752009486,1.4719134976330435,-0.3476208120885335,38541.594,46324.06803,RE-7,827,IT-5,49993,34552.972,19332,12509,879,3.0884348980073817
4215,5940.5615,1.5363169944600825,-0.9857297439269945,0.4345276898421053,49956.6115,49060.54363,RE-0,684,IT-8,66701,42065.924000000006,18713,18845,1426,50.19904748835508
3599,8704.133,-0.14790058336941572,-1.3737872339482036,0.35324763825796707,37100.0706,25521.81899,RE-4,625,IT-2,32181,32588.144,5752,20969,1466,-13.045062139015435
6257,6877.2972,0.5709158298374581,-0.5625081908340089,0.979539345392362,27915.7061,36871.30642,RE-B,2142,IT-13,53415,26209.163500000002,9406,13416,1491,5.023429843413213
5353,4332.0946,-0.49167542528925273,0.541864819595596,-0.6111972655369503,45015.5365,23601.55966,RE-C,4972,IT-3,29816,28016.102000000003,8943,11209,1272,-43.16716430779497
5335,1938.5556,-0.5460628353146749,-1.3192879386828955,1.1608728667883477,32895.0247,22919.71305,RE-B,2198,IT-12,54847,28434.002999999997,32211,18549,1361,6.127380660936511
2731,5441.8316,0.4531773763555457,-0.6245868741189358,-0.9323220701130028,19772.6385,30474.700569999997,RE-11,2115,IT-4,44669,35650.687999999995,12387,2307,1169,-127.265688042975
3665,991.3049,0.6836052284260583,-1.3011757906164727,-1.1052387222100868,47456.3999,21395.744609999998,RE-8,2559,IT-5,44269,35678.48,23570,19196,1023,-21.695454727462774
6740,2822.7236,1.2624983504962677,0.8496122482365193,1.6998024217468388,34197.3751,37099.709389999996,RE-F,3861,IT-7,22795,41637.773,22720,17493,711,-34.304861085334714
4728,12280.8189,0.8078259743169345,-0.5884719247011151,0.026559728970050888,25739.0913,43262.524139999994,RE-7,4806,IT-C,41994,24087.542,13849,20375,1144,4.719806471058608
5568,2344.4648,1.7797575587808345,1.0913115655533183,-0.8947749934039607,51646.6814,29593.260110000003,RE-7,2260,IT-1,72943,22652.101000000002,15195,18603,1355,-110.3560826931128
4753,14074.2193,0.009731450595125174,0.15770334389047644,-0.8830238923110542,24763.8077,10224.16379,RE-5,1071,IT-1,35299,24440.382999999998,12712,20496,1032,-35.201169276055865
3684,16826.3344,1.6126049264701101,-1.6865337706599224,1.3580048899305628,18530.5388,3415.35894,RE-5,4279,IT-B,42485,20345.266,10811,7263,1475,-24.57532252471058
5575,5648.5985,-1.673916230996094,1.1320708068347103,0.7483980842735197,32508.2231,23558.07157,RE-2,2342,IT-0,33840,14316.976,15349,16783,1107,-65.53682034598692
3756,16044.7023,0.4151747110720141,1.65237910003631,0.479427824834054,21195.3929,37120.00197,RE-11,4478,IT-F,50284,19708.743000000002,27912,20095,1122,9.818016381032338
4353,2463.1653,0.21791222041354866,0.6904470562268347,1.3300724669659594,33519.244,28220.84965,RE-4,4208,IT-6,46547,32665.517000000003,30682,17568,1327,-0.8759628469252512
4455,9545.4641,-1.5914598182485058,1.0453551429866121,1.7341820106858157,11504.1971,37423.73162,RE-7,4532,IT-8,61755,20469.259,31215,23612,1676,15.873875206474562
4627,14705.7893,-0.5972016517260426,0.5736164905407092,0.029755398490283507,43645.5909,36244.97243,RE-2,1301,IT-6,42022,34577.642,1852,23898,1248,14.798510088736403
3773,13815.7901,0.7044111982044962,-1.7484168505515412,1.4005045308321329,51227.3664,22732.012919999997,RE-D,2818,IT-2,51140,31140.374,8776,8760,1515,-11.181140038288175
3991,9195.918,-0.7973742491360836,1.2270953648029002,-0.6141714212152848,72709.0,25145.062019999998,RE-4,3664,IT-B,49087,26239.689,4267,11694,1292,-32.38885900566717
5367,4170.5661,0.4419230530060059,-1.0377708867508522,-0.19324623800401275,58617.3734,28046.68969,RE-8,3791,IT-E,20574,15292.973,25895,11161,1226,-69.44729917063188
6153,16565.4771,0.5024773594197246,-1.6757970440172516,1.3884124698036218,36521.3784,33183.6994,RE-D,602,IT-C,70110,18637.001,7527,17606,987,-5.949678904628158
5090,6185.6066,-1.3655884530161726,1.29893019584967,0.26801495806696307,32009.9292,47909.21657,RE-C,525,IT-D,67932,20544.206000000002,26671,14073,1207,3.628705659331572
5559,18218.799,0.6773363786786394,-0.8822919843417484,1.629889786217091,64960.4869,22645.27812,RE-0,795,IT-13,46225,20923.048,5455,22271,629,-33.9473475431826
7083,4141.4032,-1.6711849782383597,1.648306400547263,0.5381130721302937,20519.4304,23917.32028,RE-0,3063,IT-6,37797,22313.039,17992,11907,1479,-27.058621960705967
3159,17570.7092,1.5850682723607297,-1.0222048158400214,-1.9068284993941491,18223.6806,36255.966089999994,RE-8,2469,IT-F,34950,32814.229,2164,15004,1209,10.205205631570102
4963,3379.3037,-0.291316270753437,-1.1149882104993027,0.3267308457087962,46965.8868,39092.53957,RE-7,3769,IT-1,45230,26209.163500000002,817,17907,1125,-19.08437233592237
4131,17333.4967,0.8878828086287736,-1.683254770175118,1.7064493906438993,37356.8984,7302.98765,RE-9,609,IT-6,15575,18065.27,5972,21988,1280,-44.17007553718239
3845,15279.6859,1.5274126724828063,-1.5520934735670802,1.371687942495116,36426.7764,42588.76313,RE-E,4039,IT-0,30563,30201.578999999998,20576,13434,1271,-1.339500825648149
4071,10076.5806,1.2824532972321865,0.9896918545414962,0.40272068065636696,28509.7872,54557.74089,RE-C,2910,IT-7,27803,22816.354,457,25831,1166,-6.1909076644700685
5683,4174.1974,-0.3686901346253201,-0.4190713809055315,-0.6733531686437072,48844.7522,27354.8028,RE-C,1518,IT-5,39563,32526.647,17696,15093,1441,-19.854846124813825
5285,18169.8476,-0.7361037297321962,-1.0740067733730247,0.15739833722604538,27954.5519,31656.253080000002,RE-9,3879,IT-D,21915,24976.315,31681,8604,1099,-26.094561218559974
5895,14388.364,-1.1398396764047538,1.011598763463711,0.3250938215782772,43092.5177,34428.75411,RE-1,2749,IT-7,66793,27230.432,18610,17263,802,-3.341148151046834
5809,12423.1391,-1.2306658360382339,1.2020140391720773,-1.7531609356677023,41991.1272,32199.88467,RE-10,2341,IT-D,24208,37865.458,26586,16205,1748,51.89702913450239
6685,7793.5016,-0.48478880678690967,0.5479990122537344,1.6316516461309618,26908.7126,37936.84453,RE-E,4250,IT-6,37333,27153.585,3999,14046,1584,-15.366315372220472
4581,2431.2323,1.7470799639744208,1.0354186689217784,1.1767043473487833,37583.0774,37561.56422,RE-10,4800,IT-C,35598,23868.493,9682,14511,1163,-26.96844477735966
4154,4570.2216,1.775719400193832,1.09552276497209,-0.4636993267977172,39143.8626,36600.50056,RE-9,4679,IT-D,54700,37132.843,32163,11942,1034,16.318895566126553
6041,12957.7685,0.07451883976365853,-0.6690941919730411,0.5565638297401391,38916.5105,36001.68961,RE-11,1942,IT-4,46127,31004.516,11075,15026,1520,13.972743699419244
3864,15219.1416,0.831199073112601,-0.8815694727104773,1.0044996868682567,35151.5583,27819.1272,RE-11,4677,IT-4,30562,33591.411,33107,14164,1583,22.902848300995412
3134,14873.4348,-1.6344203431526725,-0.28152776065722984,0.7627925278205688,34629.4757,34810.39245,RE-6,1379,IT-8,30000,28356.959,5216,20930,1134,-18.387495537417518
4262,11802.3588,-1.6981231831348278,-1.648027061577799,-0.5155516969421664,29735.6887,43161.21533,RE-A,4225,IT-D,70285,27694.854,28822,10902,1359,28.773416201143235
4827,5646.6716,-0.9693561135266779,0.3941306076747453,0.016439045032986283,27897.6121,61817.0,RE-A,3813,IT-10,47588,26209.163500000002,8752,24719,1471,27.002036909555997
1994,6864.5461,-0.22040404789482262,0.29102179362463737,0.7669091535515987,37005.1319,15884.302440000001,RE-7,729,IT-2,74269,20913.4,18050,10830,1423,-23.44932557218412
2825,4575.4716,0.19911232237275692,-1.1485690358673495,-0.7997608273515836,34982.8297,40795.767439999996,RE-10,1180,IT-1,76385,29295.822,21685,17297,1461,21.798215293596574
5205,16333.1294,1.611716239637997,-0.3357510276450499,0.39836389740216865,26995.8931,34601.283260000004,RE-A,1919,IT-4,59749,20011.349,7927,20708,1254,-0.036251832954650176
5573,9865.4352,1.2296531018513965,0.29846576165237565,0.4409645569444365,53608.2282,24278.07329,RE-D,702,IT-F,34423,26159.423,26799,9817,1277,-14.945677944171717
2729,15373.405,-0.5514721279916427,-1.552137943587238,0.3196182973210412,27193.8958,36241.79719,RE-11,1596,IT-11,32567,42284.124,32187,15398,1799,57.750213255545766
4726,18355.0614,-0.47398926750533205,-0.1349433946928086,-1.3046870866064302,32235.6957,40919.136419999995,RE-6,3400,IT-C,39424,19817.843,7082,12838,1360,6.962938430424678
4013,5810.562,0.11768238402141054,1.592676014080665,-3.3434913257685093,49692.9751,31998.68914,RE-D,3976,IT-11,22347,38183.359,23946,18137,1403,51.226009846847184
6797,14911.6655,0.3409814791683602,0.48228461055473837,0.32502995415639935,24584.3012,29298.32257,RE-9,3958,IT-13,9583,23112.656000000003,15260,17192,1130,34.02671190508606
3136,7444.4132,1.1781063953675024,0.2091145194161812,-2.0938862796249382,48420.5896,39201.61405,RE-3,3803,IT-6,66790,26209.163500000002,7902,14369,1407,26.33464587003353
5050,12268.6844,-1.5874752072784892,-0.16874877003502284,0.9769695365642608,30412.0012,32024.06622,RE-C,1252,IT-12,56945,21356.741,13144,13087,1611,4.724764053577804
7134,10920.7167,1.535877277037331,-0.7641374091498025,2.5217641046077404,39175.7076,903.0267,RE-9,2718,IT-5,30055,25723.352000000003,7899,13606,894,-70.67172704888726
4467,14907.2632,-1.3504281948673487,-0.9100998101288842,2.313190691320115,43230.7203,36929.33393,RE-E,1405,IT-12,49558,32963.824,20299,13831,1451,28.491355372799283
4811,18640.0851,-0.37444396841182487,-0.27663314311839016,1.7233366977915388,34607.6858,36022.47748,RE-3,3576,IT-1,48479,30864.45,28086,21324,1375,24.182680562052642
5905,1721.5531,0.6056640691010414,0.6328959782722152,-1.0795846323761966,53313.5438,42270.73966,RE-7,3233,IT-3,32223,29926.006,3624,15115,895,-35.29896053518337
6994,8917.4129,1.0530676775408654,-1.5162122126345778,0.9135075106441722,45309.5601,24432.19943,RE-11,2720,IT-C,47891,32213.873,16277,12647,938,-22.324229286943503
4666,13412.8538,1.0586352397716763,-0.03828365622311173,0.7653702329844662,36673.3316,40026.0183,RE-10,4610,IT-A,33154,32236.105,12470,17344,1506,23.796708014241705
6905,14611.7073,1.1219085379836307,-0.5006042351685706,0.6614293474079292,50847.5449,24305.10615,RE-6,3384,IT-D,29940,26065.752999999997,23956,15067,1353,-1.0262825174490953
7927,17813.5256,0.6448754008791638,-0.2813371435284616,1.2634347045680268,55083.8994,37922.338189999995,RE-8,3229,IT-13,34565,21350.783,27852,16351,1836,59.2927767530649
4571,17578.7437,-1.3699312930989354,-1.3362949065108356,2.1747471588980716,41047.2814,21149.64369,RE-4,510,IT-2,42231,19505.63,18062,13257,1326,-32.22969737396621
1744,2644.29,0.33667513155384216,0.7526111828930586,-0.27994660356244944,50029.962,34251.62777,RE-11,4711,IT-0,7809,26209.163500000002,3028,23679,1555,-16.610648749441935
3194,17515.9294,1.0795545211768687,0.8187983892984191,-0.023034953838493705,26327.4134,26062.29931,RE-7,2618,IT-1,44293,22780.377,28451,14809,1468,15.874046709125972
3643,14148.0004,0.6275585142511252,-1.3442677132776646,0.48265805884241536,8123.8217,19885.20985,RE-10,2327,IT-8,59368,29048.827,1014,22886,1739,32.293310114736535
5718,17251.3771,0.36952516712769956,0.15750747112491767,-0.17142324047674773,34139.4947,32859.86747,RE-D,974,IT-6,50815,16739.133,29809,13925,1330,5.043433716908976
9429,5884.1274,0.049688033968526994,1.1607316366897942,0.466038778638401,26278.7514,30888.688510000004,RE-9,3176,IT-E,48315,25168.292999999998,15651,4373,1087,-63.201006123045595
7436,14842.2642,-0.7772054313834981,-0.9784275508890339,-1.9618454982905307,28919.2941,29424.23794,RE-4,4516,IT-5,84342,26442.06,12854,22536,1509,84.50651603646357
5672,12665.2523,-0.5007671207677893,0.7371908538812991,0.7286044850880469,33733.565,41778.095539999995,RE-F,2157,IT-11,39849,26209.163500000002,33438,14786,1360,31.272863209340038
5545,4559.2764,0.3929725706131111,-1.3826620854976686,1.0194191006020061,24229.3079,25065.76289,RE-F,1218,IT-12,47462,26198.106,8964,18549,1376,-1.1857275839381292
4352,7969.677,-1.4870415391907557,-1.4850601493536073,0.7970494752926318,54028.632000000005,47386.91959,RE-F,3723,IT-6,57707,26209.163500000002,19882,11109,1640,29.133245382128855
5277,17098.2652,-0.32235066465881074,0.39887473591639255,1.8385876268569068,19843.4133,30644.20433,RE-4,2215,IT-1,41185,18401.425,22690,14729,1434,-86.03143055854997
5004,9205.8699,-1.2490457903676522,0.45116304734972035,-1.0050378888333527,46822.7987,50176.472069999996,RE-11,1967,IT-F,48544,41814.59,11904,23278,1395,53.500688967592325
3947,8371.5727,0.7310455049061891,-0.14488061528714805,-1.2799037239588835,32637.9645,17664.94034,RE-4,1402,IT-A,71341,29705.942000000003,23856,18694,1291,18.5036205244323
3945,9858.1445,-1.554594790758801,-1.7207972768278388,-0.2679576193473541,44142.0598,24039.91562,RE-D,2709,IT-A,49428,38000.65,5842,12870,1528,5.240287954013477
3641,12423.5142,1.428077285952893,1.0193557846393981,-1.0606018010808163,31139.0733,42195.65029,RE-11,3925,IT-10,53292,31668.891,33397,16138,1923,79.53147401983351
6453,18082.0126,0.32556529133812895,-0.1481978044686746,-0.44302005665044947,43466.176,27467.227239999997,RE-E,525,IT-12,54761,32237.882999999998,22534,17753,1280,33.272906253950445
5889,15124.9577,-0.9305518497987303,-1.0268831913514058,0.34076221797832124,32442.659,30864.183380000002,RE-C,4283,IT-9,38259,24060.971,14446,24448,1458,1.221167704359758
3962,6272.1418,0.5504353849439195,1.3049710947672752,-0.5299117762124413,59768.764,33433.22211,RE-2,1074,IT-4,66775,23112.135,21713,8640,1016,-0.7412272897537306
3301,2817.8561,-0.523525050786982,-1.684834659719915,-0.15741379535469527,24446.6878,15797.81137,RE-D,3071,IT-5,71518,26109.716,19062,18597,1689,6.692273103118351
6670,15108.6462,-1.440537559883461,1.0068284865440014,-0.5728874636542856,41341.5559,24240.54296,RE-2,2459,IT-10,71234,26209.163500000002,27283,14088,1276,18.099899680938435
5974,13378.9467,-0.35910051382919744,1.056408539732833,1.4010552081566672,26128.5294,33584.05212,RE-2,4296,IT-0,47218,23629.564,7882,20182,1168,-29.624969338084025
4297,8942.1417,-0.7661303427879078,1.0734682671090283,-0.2717467073119414,51843.9862,40316.20995,RE-F,888,IT-3,55773,28834.529,17220,16341,1429,16.121582325248582
4720,18011.3922,-0.7168353378394643,1.647934075143767,-1.1845364171121335,41566.0324,11317.26735,RE-9,2877,IT-0,27749,35550.895,1040,14144,1565,-5.254988865306447
1987,7362.7548,-0.30951828426791717,1.7051914947524625,-0.2289600193881307,22069.8661,26730.13896,RE-0,2295,IT-B,43392,21271.249,6313,13300,1461,-8.436109204664218
7332,12835.1472,-1.1738047324606764,-0.6411607293567155,-0.9666446548753116,35297.886,25786.53889,RE-9,3897,IT-A,79607,16889.655,17678,22183,1416,24.53160579951731
7720,9339.6018,-0.48787916634170714,-1.1424588541767229,0.9495181494068686,56502.9298,41157.17955,RE-9,2156,IT-10,22847,29185.988999999998,23874,13003,1857,35.71192074269055
2294,15637.3738,-0.41875572300996555,1.2149360292014746,-0.24785413302839376,40255.8804,33241.31449,RE-5,804,IT-8,37456,33250.127,16479,20715,1172,13.833890494250145
6977,13811.508,1.2037449095160735,-0.34706272360026486,-0.9256642497605637,43595.2544,43206.9995,RE-7,3426,IT-0,31739,22225.236,20816,19720,1216,3.5215717714772508
7048,4406.0988,0.41235793330177223,1.3852695104023875,0.0005214095227625214,46060.6791,25093.68496,RE-7,1207,IT-6,39993,31944.235,19869,14038,1208,-23.903781676943378
4643,17458.6828,0.943357203253214,-0.36886795428286345,0.25534212394320704,50976.6383,37915.96683,RE-8,4336,IT-13,52287,26209.163500000002,16348,23735,1413,60.61940461125933
2887,9699.5521,0.17788774638349478,-0.4584943533658043,-0.019870172925932815,25109.5886,21783.45278,RE-1,4591,IT-10,42360,25556.717999999997,30705,9817,1157,-8.256220418087771
7088,3249.0771,-0.853358240343459,-0.4278215988647647,0.22460923265395968,32594.81,29197.24715,RE-7,784,IT-7,29369,21066.951,28331,9058,1517,-15.557291527873073
4064,17829.0742,-0.47996131071499,-0.8939329435532166,-0.3414219882774745,49111.7004,20476.77396,RE-2,4949,IT-13,51023,33624.53,14765,5705,1470,21.702856495547795
6546,18174.551,-1.4147304835577004,-0.2505657751849448,-0.21832591345525584,24275.2157,29595.800539999997,RE-2,4247,IT-4,42393,27506.752,27269,19008,1173,95.35318209242122
7132,14786.0267,-1.4185897123215176,-1.1497853269788638,1.811211719379916,29717.5083,21658.62772,RE-8,4677,IT-C,55833,31905.938,31269,12576,1210,7.0105440759191575
4736,10909.4862,-1.5627932488379148,0.6116469558156219,-1.610169802554334,26039.1209,26668.808930000003,RE-A,2650,IT-F,42314,23589.634,32829,11224,1208,6.437911945793399
4746,8575.7669,-1.3473571822821975,-0.5420956187147657,0.9766128560331515,38216.8937,37743.94485,RE-F,1858,IT-0,14168,17550.255,28856,19149,1606,-20.42701315895208
4831,1592.6889999999999,0.23521944202706296,0.06717839438159157,-0.05491011496908244,25843.7559,37288.40522,RE-F,560,IT-D,49098,26100.088,8191,14094,1038,-33.998132545227804
2537,5905.8139,0.472723060830497,-1.7426539835114312,0.2330193668429182,25616.4373,38229.318,RE-B,1564,IT-9,81694,23580.895,804,11605,1415,-4.0688127930807765
5874,14799.958,-0.5856596988027035,-0.05632745971473521,-0.2624753359548122,31080.0102,36105.55316,RE-3,1113,IT-5,61610,26209.163500000002,19287,13431,1002,6.420228072037146
